     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
        32,         0,         0,   0.466,tesseract-custom,17eb0be73ec2b967f3688a156bbe3e7c387d9d536f9e8dfc51a90ea89340e344,"{""basis"":""Z"",""circuit_type"":""lr"",""code_key"":""MM_216_6_12_W6"",""code_name"":""MM [[216,6,12]] LRC"",""d"":12,""k"":6,""n"":216,""p"":0.00019952623149688788,""r"":24}",
       320,         0,         0,    2.26,tesseract-custom,318be9f62b5f5d1ecaa2b1c8659e7a587e85f91aad556fc257f9a4d6997d5a44,"{""basis"":""Z"",""circuit_type"":""lr"",""code_key"":""MM_216_6_12_W6"",""code_name"":""MM [[216,6,12]] LRC"",""d"":12,""k"":6,""n"":216,""p"":0.0001,""r"":24}",
        32,         0,         0,   0.465,tesseract-custom,17eb0be73ec2b967f3688a156bbe3e7c387d9d536f9e8dfc51a90ea89340e344,"{""basis"":""Z"",""circuit_type"":""lr"",""code_key"":""MM_216_6_12_W6"",""code_name"":""MM [[216,6,12]] LRC"",""d"":12,""k"":6,""n"":216,""p"":0.00019952623149688788,""r"":24}",
        32,         0,         0,   0.471,tesseract-custom,17eb0be73ec2b967f3688a156bbe3e7c387d9d536f9e8dfc51a90ea89340e344,"{""basis"":""Z"",""circuit_type"":""lr"",""code_key"":""MM_216_6_12_W6"",""code_name"":""MM [[216,6,12]] LRC"",""d"":12,""k"":6,""n"":216,""p"":0.00019952623149688788,""r"":24}",
        32,         0,         0,   0.447,tesseract-custom,17eb0be73ec2b967f3688a156bbe3e7c387d9d536f9e8dfc51a90ea89340e344,"{""basis"":""Z"",""circuit_type"":""lr"",""code_key"":""MM_216_6_12_W6"",""code_name"":""MM [[216,6,12]] LRC"",""d"":12,""k"":6,""n"":216,""p"":0.00019952623149688788,""r"":24}",
        64,         0,         0,   0.894,tesseract-custom,17eb0be73ec2b967f3688a156bbe3e7c387d9d536f9e8dfc51a90ea89340e344,"{""basis"":""Z"",""circuit_type"":""lr"",""code_key"":""MM_216_6_12_W6"",""code_name"":""MM [[216,6,12]] LRC"",""d"":12,""k"":6,""n"":216,""p"":0.00019952623149688788,""r"":24}",
        64,         0,         0,   0.904,tesseract-custom,17eb0be73ec2b967f3688a156bbe3e7c387d9d536f9e8dfc51a90ea89340e344,"{""basis"":""Z"",""circuit_type"":""lr"",""code_key"":""MM_216_6_12_W6"",""code_name"":""MM [[216,6,12]] LRC"",""d"":12,""k"":6,""n"":216,""p"":0.00019952623149688788,""r"":24}",
       448,         0,         0,    3.06,tesseract-custom,318be9f62b5f5d1ecaa2b1c8659e7a587e85f91aad556fc257f9a4d6997d5a44,"{""basis"":""Z"",""circuit_type"":""lr"",""code_key"":""MM_216_6_12_W6"",""code_name"":""MM [[216,6,12]] LRC"",""d"":12,""k"":6,""n"":216,""p"":0.0001,""r"":24}",
        96,         0,         0,    1.44,tesseract-custom,17eb0be73ec2b967f3688a156bbe3e7c387d9d536f9e8dfc51a90ea89340e344,"{""basis"":""Z"",""circuit_type"":""lr"",""code_key"":""MM_216_6_12_W6"",""code_name"":""MM [[216,6,12]] LRC"",""d"":12,""k"":6,""n"":216,""p"":0.00019952623149688788,""r"":24}",
        14,        14,         0,    17.4,tesseract-custom,68a904b819937530eb689df312375851768511516a941064c6ec8fd7990d904c,"{""basis"":""Z"",""circuit_type"":""LDPC"",""code_key"":""MM_216_6_12_W6"",""code_name"":""MM [[216,6,12]] default"",""d"":12,""k"":6,""n"":216,""p"":0.025118864315095794,""r"":24}",
       128,         0,         0,    1.79,tesseract-custom,17eb0be73ec2b967f3688a156bbe3e7c387d9d536f9e8dfc51a90ea89340e344,"{""basis"":""Z"",""circuit_type"":""lr"",""code_key"":""MM_216_6_12_W6"",""code_name"":""MM [[216,6,12]] LRC"",""d"":12,""k"":6,""n"":216,""p"":0.00019952623149688788,""r"":24}",
       640,         0,         0,    4.44,tesseract-custom,318be9f62b5f5d1ecaa2b1c8659e7a587e85f91aad556fc257f9a4d6997d5a44,"{""basis"":""Z"",""circuit_type"":""lr"",""code_key"":""MM_216_6_12_W6"",""code_name"":""MM [[216,6,12]] LRC"",""d"":12,""k"":6,""n"":216,""p"":0.0001,""r"":24}",
        13,        13,         0,    12.1,tesseract-custom,dc953ff6b6eca3634f309775cbd00b4b4804eb0fb0e2c35ecd916f63eb71f420,"{""basis"":""Z"",""circuit_type"":""LDPC"",""code_key"":""MM_216_6_12_W6"",""code_name"":""MM [[216,6,12]] default"",""d"":12,""k"":6,""n"":216,""p"":0.1,""r"":24}",
