dim,ell,exps,n,k,dx,dz,wx_min,wx_max,wz_min,wz_max
5,95,"[7, 20, 35, 39, 90]",950,10,31,9,8,8,6,6
5,95,"[10, 19, 20, 45, 83]",950,10,19,8,8,8,6,6
5,95,"[5, 30, 37, 49, 60]",950,10,19,6,8,8,6,6
5,95,"[8, 12, 25, 30, 59]",950,10,40,13,8,8,6,6
5,95,"[17, 54, 65, 67, 85]",950,10,26,10,8,8,6,6
5,95,"[13, 15, 27, 38, 83]",950,10,25,9,8,8,6,6
5,95,"[33, 73, 78, 81, 84]",950,10,19,6,8,8,6,6
5,95,"[31, 40, 75, 79, 87]",950,10,16,8,8,8,6,6
5,95,"[5, 28, 87, 89, 90]",950,10,24,8,8,8,6,6
5,95,"[14, 15, 36, 53, 85]",950,10,39,13,8,8,6,6
5,96,"[5, 49, 54, 59, 86]",960,10,13,7,8,8,6,6
5,96,"[2, 19, 24, 70, 85]",960,10,20,8,8,8,6,6
5,96,"[18, 27, 49, 56, 86]",960,10,28,11,8,8,6,6
5,96,"[39, 44, 51, 70, 85]",960,10,28,9,8,8,6,6
5,96,"[6, 22, 42, 52, 85]",960,10,25,7,8,8,6,6
5,96,"[7, 24, 56, 57, 79]",960,10,20,8,8,8,6,6
5,96,"[22, 41, 48, 57, 60]",960,10,26,8,8,8,6,6
5,96,"[11, 21, 33, 44, 86]",960,10,17,8,8,8,6,6
5,96,"[2, 13, 33, 45, 87]",960,10,36,13,8,8,6,6
5,96,"[9, 11, 51, 67, 79]",960,10,22,9,8,8,6,6
5,96,"[33, 50, 60, 66, 92]",960,10,21,7,8,8,6,6
5,96,"[14, 16, 31, 40, 71]",960,10,23,7,8,8,6,6
5,96,"[13, 28, 62, 78, 91]",960,10,24,9,8,8,6,6
5,96,"[18, 48, 65, 93, 95]",960,10,18,6,8,8,6,6
5,96,"[26, 30, 48, 49, 62]",960,10,18,8,8,8,6,6
5,96,"[7, 25, 39, 74, 87]",960,10,24,9,8,8,6,6
5,96,"[13, 18, 36, 42, 63]",960,10,16,6,8,8,6,6
5,96,"[27, 55, 62, 67, 95]",960,10,22,10,8,8,6,6
5,96,"[10, 42, 76, 78, 84]",960,20,16,8,8,8,6,6
5,96,"[11, 33, 36, 67, 74]",960,10,18,6,8,8,6,6
5,96,"[26, 28, 73, 89, 91]",960,10,25,10,8,8,6,6
5,96,"[8, 28, 61, 75, 77]",960,10,23,11,8,8,6,6
5,96,"[19, 23, 25, 66, 89]",960,10,28,10,8,8,6,6
5,96,"[36, 46, 56, 76, 83]",960,10,17,6,8,8,6,6
5,96,"[4, 36, 39, 54, 55]",960,10,35,11,8,8,6,6
5,96,"[10, 35, 40, 86, 89]",960,10,19,6,8,8,6,6
5,96,"[22, 35, 39, 50, 77]",960,10,27,10,8,8,6,6
5,96,"[20, 40, 50, 57, 91]",960,10,23,11,8,8,6,6
5,96,"[3, 21, 41, 64, 85]",960,10,21,6,8,8,6,6
5,96,"[2, 7, 12, 22, 55]",960,10,28,12,8,8,6,6
5,96,"[42, 48, 53, 54, 65]",960,10,12,4,8,8,6,6
5,96,"[15, 17, 58, 75, 81]",960,10,19,6,8,8,6,6
5,96,"[18, 22, 51, 61, 88]",960,10,30,10,8,8,6,6
5,96,"[4, 58, 65, 66, 68]",960,10,23,10,8,8,6,6
5,96,"[7, 23, 31, 33, 87]",960,10,26,11,8,8,6,6
5,96,"[32, 40, 46, 88, 91]",960,10,12,6,8,8,6,6
5,96,"[13, 15, 23, 28, 30]",960,10,17,7,8,8,6,6
5,96,"[9, 12, 45, 71, 74]",960,10,41,13,8,8,6,6
5,96,"[8, 22, 41, 53, 82]",960,10,24,8,8,8,6,6
5,96,"[54, 59, 77, 84, 94]",960,10,27,10,8,8,6,6
