dim,ell,exps,n,k,dx,dz,wx_min,wx_max,wz_min,wz_max
4,37,"[6, 19, 34, 36]",222,6,9,9,6,6,6,6
4,37,"[16, 17, 23, 29]",222,6,10,10,6,6,6,6
4,37,"[10, 21, 25, 36]",222,6,10,10,6,6,6,6
4,37,"[3, 19, 27, 36]",222,6,9,9,6,6,6,6
4,37,"[8, 13, 16, 24]",222,6,5,5,6,6,6,6
4,37,"[14, 17, 22, 32]",222,6,8,8,6,6,6,6
4,37,"[2, 8, 11, 18]",222,6,9,9,6,6,6,6
4,37,"[11, 16, 18, 26]",222,6,7,7,6,6,6,6
4,37,"[20, 23, 26, 32]",222,6,9,9,6,6,6,6
4,37,"[1, 15, 20, 22]",222,6,7,7,6,6,6,6
4,37,"[4, 30, 34, 35]",222,6,8,8,6,6,6,6
4,37,"[13, 27, 29, 32]",222,6,7,7,6,6,6,6
4,37,"[10, 16, 18, 32]",222,6,7,7,6,6,6,6
4,37,"[30, 31, 32, 33]",222,6,10,10,6,6,6,6
4,37,"[11, 12, 15, 26]",222,6,4,4,6,6,6,6
4,37,"[1, 29, 32, 33]",222,6,7,7,6,6,6,6
4,37,"[1, 13, 18, 32]",222,6,7,7,6,6,6,6
4,37,"[25, 30, 32, 35]",222,6,7,7,6,6,6,6
4,38,"[6, 7, 9, 29]",228,6,7,7,6,6,6,6
4,38,"[4, 10, 13, 25]",228,6,8,8,6,6,6,6
4,38,"[2, 16, 29, 33]",228,6,10,10,6,6,6,6
4,38,"[2, 8, 9, 28]",228,6,8,8,6,6,6,6
4,38,"[11, 13, 14, 28]",228,6,7,7,6,6,6,6
4,38,"[1, 2, 19, 27]",228,6,6,6,6,6,6,6
4,38,"[7, 18, 31, 35]",228,6,7,7,6,6,6,6
4,38,"[1, 13, 23, 33]",228,6,9,9,6,6,6,6
4,38,"[5, 8, 10, 37]",228,6,9,9,6,6,6,6
4,38,"[2, 12, 15, 30]",228,6,11,11,6,6,6,6
4,38,"[10, 12, 25, 31]",228,6,10,10,6,6,6,6
4,38,"[8, 22, 23, 34]",228,6,7,7,6,6,6,6
4,38,"[10, 12, 30, 33]",228,6,9,9,6,6,6,6
4,38,"[6, 22, 26, 33]",228,6,7,7,6,6,6,6
4,38,"[2, 4, 12, 16]",228,12,8,8,6,6,6,6
4,38,"[10, 17, 31, 37]",228,6,8,8,6,6,6,6
4,38,"[3, 24, 30, 37]",228,6,12,12,6,6,6,6
4,38,"[13, 23, 29, 37]",228,6,10,10,6,6,6,6
4,38,"[4, 15, 30, 31]",228,6,6,6,6,6,6,6
4,38,"[12, 15, 17, 19]",228,6,6,6,6,6,6,6
4,38,"[12, 28, 33, 34]",228,6,11,11,6,6,6,6
4,38,"[2, 18, 33, 36]",228,6,5,5,6,6,6,6
4,38,"[15, 22, 27, 29]",228,6,10,10,6,6,6,6
4,38,"[6, 20, 25, 28]",228,6,10,10,6,6,6,6
4,38,"[4, 9, 14, 22]",228,6,11,11,6,6,6,6
4,38,"[12, 26, 30, 34]",228,12,5,5,6,6,6,6
4,38,"[7, 16, 25, 26]",228,6,10,10,6,6,6,6
4,38,"[1, 3, 7, 18]",228,6,10,10,6,6,6,6
4,38,"[3, 15, 22, 35]",228,6,6,6,6,6,6,6
4,38,"[9, 15, 35, 37]",228,6,9,9,6,6,6,6
4,38,"[10, 18, 20, 29]",228,6,5,5,6,6,6,6
4,38,"[11, 23, 26, 37]",228,6,7,7,6,6,6,6
4,38,"[1, 15, 21, 32]",228,6,10,10,6,6,6,6
4,38,"[1, 8, 10, 20]",228,6,6,6,6,6,6,6
4,38,"[9, 31, 34, 36]",228,6,7,7,6,6,6,6
4,38,"[4, 9, 20, 31]",228,6,8,8,6,6,6,6
4,38,"[11, 15, 30, 32]",228,6,10,10,6,6,6,6
4,38,"[3, 9, 16, 37]",228,6,10,10,6,6,6,6
4,38,"[7, 14, 19, 22]",228,6,6,6,6,6,6,6
4,38,"[12, 24, 26, 27]",228,6,4,4,6,6,6,6
4,38,"[18, 27, 35, 36]",228,6,9,9,6,6,6,6
4,38,"[7, 12, 19, 30]",228,6,4,4,6,6,6,6
4,38,"[7, 30, 31, 37]",228,6,5,5,6,6,6,6
4,38,"[7, 9, 13, 25]",228,6,7,7,6,6,6,6
4,38,"[4, 16, 23, 24]",228,6,11,11,6,6,6,6
4,38,"[11, 14, 16, 32]",228,6,7,7,6,6,6,6
4,38,"[18, 26, 27, 33]",228,6,11,11,6,6,6,6
4,38,"[6, 8, 24, 25]",228,6,8,8,6,6,6,6
4,38,"[6, 17, 27, 32]",228,6,5,5,6,6,6,6
4,38,"[5, 7, 28, 33]",228,6,4,4,6,6,6,6
4,39,"[3, 7, 27, 35]",234,6,9,9,6,6,6,6
4,39,"[11, 28, 35, 36]",234,6,7,7,6,6,6,6
4,39,"[1, 11, 31, 33]",234,6,11,11,6,6,6,6
4,39,"[13, 22, 32, 37]",234,6,9,9,6,6,6,6
4,39,"[2, 9, 12, 31]",234,6,11,11,6,6,6,6
4,39,"[14, 34, 36, 38]",234,6,9,9,6,6,6,6
4,39,"[8, 19, 27, 36]",234,6,9,9,6,6,6,6
4,39,"[4, 14, 17, 37]",234,6,10,10,6,6,6,6
4,39,"[4, 7, 8, 10]",234,6,10,10,6,6,6,6
4,39,"[7, 23, 24, 37]",234,6,8,8,6,6,6,6
4,39,"[13, 19, 24, 34]",234,6,8,8,6,6,6,6
4,39,"[16, 21, 32, 34]",234,6,7,7,6,6,6,6
4,39,"[1, 14, 30, 36]",234,6,13,13,6,6,6,6
4,39,"[6, 16, 20, 29]",234,6,7,7,6,6,6,6
4,39,"[8, 17, 18, 28]",234,6,10,10,6,6,6,6
4,39,"[4, 6, 15, 16]",234,6,11,11,6,6,6,6
4,39,"[11, 19, 32, 37]",234,6,10,10,6,6,6,6
4,39,"[1, 14, 25, 26]",234,6,5,5,6,6,6,6
4,39,"[8, 13, 20, 37]",234,6,9,9,6,6,6,6
4,39,"[6, 7, 13, 33]",234,6,5,5,6,6,6,6
4,39,"[13, 16, 18, 27]",234,6,9,9,6,6,6,6
4,39,"[13, 20, 32, 33]",234,6,6,6,6,6,6,6
4,39,"[1, 7, 34, 35]",234,6,9,9,6,6,6,6
4,39,"[4, 12, 16, 32]",234,6,7,7,6,6,6,6
4,39,"[10, 22, 25, 36]",234,6,8,8,6,6,6,6
4,39,"[3, 16, 22, 38]",234,6,9,9,6,6,6,6
4,39,"[14, 29, 30, 31]",234,6,11,11,6,6,6,6
4,39,"[2, 27, 30, 31]",234,6,11,11,6,6,6,6
4,39,"[8, 18, 28, 37]",234,6,10,10,6,6,6,6
4,39,"[13, 20, 21, 38]",234,6,6,6,6,6,6,6
4,39,"[4, 11, 17, 22]",234,6,5,5,6,6,6,6
4,39,"[1, 10, 14, 16]",234,6,10,10,6,6,6,6
4,39,"[1, 13, 26, 31]",234,6,3,3,6,6,6,6
4,39,"[8, 24, 25, 31]",234,6,5,5,6,6,6,6
4,39,"[3, 9, 15, 35]",234,6,8,8,6,6,6,6
4,39,"[14, 15, 20, 27]",234,6,11,11,6,6,6,6
4,39,"[7, 16, 28, 31]",234,6,7,7,6,6,6,6
4,39,"[1, 16, 23, 26]",234,6,6,6,6,6,6,6
4,39,"[4, 22, 24, 27]",234,6,10,10,6,6,6,6
4,39,"[14, 18, 23, 30]",234,6,7,7,6,6,6,6
4,39,"[2, 8, 14, 15]",234,6,10,10,6,6,6,6
4,39,"[27, 28, 32, 35]",234,6,9,9,6,6,6,6
4,39,"[6, 17, 29, 37]",234,6,9,9,6,6,6,6
4,39,"[14, 29, 31, 36]",234,6,9,9,6,6,6,6
4,39,"[19, 21, 24, 26]",234,6,9,9,6,6,6,6
4,39,"[12, 13, 27, 34]",234,6,6,6,6,6,6,6
4,39,"[31, 33, 35, 37]",234,6,6,6,6,6,6,6
4,39,"[5, 10, 15, 17]",234,6,6,6,6,6,6,6
4,39,"[27, 31, 32, 38]",234,6,10,10,6,6,6,6
4,39,"[7, 9, 29, 37]",234,6,10,10,6,6,6,6
4,40,"[4, 22, 24, 26]",240,12,6,6,6,6,6,6
4,40,"[10, 19, 22, 24]",240,6,10,10,6,6,6,6
4,40,"[21, 25, 32, 35]",240,6,8,8,6,6,6,6
4,40,"[5, 6, 14, 21]",240,6,10,10,6,6,6,6
4,40,"[5, 17, 22, 39]",240,6,7,7,6,6,6,6
4,40,"[3, 18, 23, 30]",240,6,8,8,6,6,6,6
4,40,"[22, 25, 28, 35]",240,6,8,8,6,6,6,6
4,40,"[13, 22, 25, 39]",240,6,9,9,6,6,6,6
4,40,"[23, 27, 29, 35]",240,6,9,9,6,6,6,6
4,40,"[11, 13, 23, 36]",240,6,9,9,6,6,6,6
4,40,"[7, 8, 15, 30]",240,6,7,7,6,6,6,6
4,40,"[3, 32, 38, 39]",240,6,6,6,6,6,6,6
4,40,"[7, 16, 18, 33]",240,6,8,8,6,6,6,6
4,40,"[3, 20, 31, 39]",240,6,8,8,6,6,6,6
4,40,"[4, 11, 29, 34]",240,6,6,6,6,6,6,6
4,40,"[2, 4, 18, 37]",240,6,8,8,6,6,6,6
4,40,"[6, 7, 14, 29]",240,6,10,10,6,6,6,6
4,40,"[16, 18, 25, 36]",240,6,10,10,6,6,6,6
4,40,"[2, 13, 31, 34]",240,6,10,10,6,6,6,6
4,40,"[5, 17, 26, 35]",240,6,7,7,6,6,6,6
4,40,"[11, 34, 35, 37]",240,6,8,8,6,6,6,6
4,40,"[12, 15, 28, 32]",240,6,6,6,6,6,6,6
4,40,"[1, 6, 13, 39]",240,6,7,7,6,6,6,6
4,40,"[6, 14, 33, 36]",240,6,10,10,6,6,6,6
4,40,"[16, 19, 36, 39]",240,6,8,8,6,6,6,6
4,40,"[3, 7, 10, 13]",240,6,7,7,6,6,6,6
4,40,"[2, 5, 11, 26]",240,6,12,12,6,6,6,6
4,40,"[11, 18, 35, 39]",240,6,10,10,6,6,6,6
4,40,"[12, 18, 24, 37]",240,6,9,9,6,6,6,6
4,40,"[1, 2, 4, 32]",240,6,7,7,6,6,6,6
4,40,"[1, 5, 16, 19]",240,6,10,10,6,6,6,6
4,40,"[2, 22, 27, 39]",240,6,10,10,6,6,6,6
4,40,"[12, 14, 17, 21]",240,6,9,9,6,6,6,6
4,40,"[23, 28, 32, 36]",240,6,6,6,6,6,6,6
4,40,"[2, 17, 19, 24]",240,6,6,6,6,6,6,6
4,40,"[2, 6, 10, 28]",240,12,8,8,6,6,6,6
4,40,"[28, 32, 33, 39]",240,6,10,10,6,6,6,6
4,40,"[15, 30, 34, 39]",240,6,8,8,6,6,6,6
4,40,"[12, 14, 22, 39]",240,6,9,9,6,6,6,6
4,40,"[6, 7, 23, 31]",240,6,10,10,6,6,6,6
4,40,"[6, 12, 28, 33]",240,6,5,5,6,6,6,6
4,40,"[14, 17, 31, 32]",240,6,7,7,6,6,6,6
4,40,"[1, 11, 24, 39]",240,6,8,8,6,6,6,6
4,40,"[1, 11, 23, 34]",240,6,6,6,6,6,6,6
4,40,"[9, 14, 18, 23]",240,6,7,7,6,6,6,6
4,40,"[27, 30, 34, 39]",240,6,12,12,6,6,6,6
4,40,"[3, 18, 20, 26]",240,6,6,6,6,6,6,6
4,40,"[8, 16, 21, 31]",240,6,5,5,6,6,6,6
4,40,"[11, 13, 20, 39]",240,6,8,8,6,6,6,6
4,40,"[16, 18, 27, 32]",240,6,5,5,6,6,6,6
4,41,"[1, 21, 23, 34]",246,6,8,8,6,6,6,6
4,41,"[5, 13, 25, 31]",246,6,8,8,6,6,6,6
4,41,"[6, 14, 29, 34]",246,6,8,8,6,6,6,6
4,41,"[1, 12, 23, 37]",246,6,12,12,6,6,6,6
4,41,"[5, 11, 18, 27]",246,6,9,9,6,6,6,6
4,41,"[2, 4, 10, 18]",246,6,8,8,6,6,6,6
4,41,"[5, 13, 14, 20]",246,6,9,9,6,6,6,6
4,41,"[7, 14, 24, 36]",246,6,7,7,6,6,6,6
4,41,"[6, 13, 31, 39]",246,6,9,9,6,6,6,6
4,41,"[3, 15, 16, 28]",246,6,7,7,6,6,6,6
4,41,"[5, 24, 33, 37]",246,6,9,9,6,6,6,6
4,41,"[22, 24, 28, 32]",246,6,9,9,6,6,6,6
4,41,"[7, 22, 34, 36]",246,6,6,6,6,6,6,6
4,41,"[9, 24, 29, 37]",246,6,9,9,6,6,6,6
4,41,"[11, 13, 24, 26]",246,6,7,7,6,6,6,6
4,41,"[2, 3, 38, 40]",246,6,5,5,6,6,6,6
4,41,"[2, 4, 8, 20]",246,6,7,7,6,6,6,6
4,41,"[7, 8, 28, 29]",246,6,10,10,6,6,6,6
4,41,"[3, 4, 19, 26]",246,6,7,7,6,6,6,6
4,41,"[9, 17, 27, 37]",246,6,9,9,6,6,6,6
4,41,"[17, 20, 28, 31]",246,6,9,9,6,6,6,6
4,41,"[8, 9, 12, 16]",246,6,7,7,6,6,6,6
4,41,"[12, 21, 26, 36]",246,6,8,8,6,6,6,6
4,41,"[5, 14, 16, 20]",246,6,9,9,6,6,6,6
4,41,"[4, 6, 18, 34]",246,6,12,12,6,6,6,6
4,41,"[10, 25, 35, 38]",246,6,8,8,6,6,6,6
4,41,"[3, 4, 24, 39]",246,6,9,9,6,6,6,6
4,41,"[5, 11, 24, 35]",246,6,7,7,6,6,6,6
4,41,"[5, 6, 25, 27]",246,6,10,10,6,6,6,6
4,41,"[9, 13, 14, 18]",246,6,6,6,6,6,6,6
4,41,"[13, 22, 23, 26]",246,6,10,10,6,6,6,6
4,41,"[3, 15, 17, 32]",246,6,9,9,6,6,6,6
4,41,"[26, 28, 37, 38]",246,6,9,9,6,6,6,6
4,41,"[6, 13, 19, 36]",246,6,10,10,6,6,6,6
4,41,"[7, 16, 20, 32]",246,6,6,6,6,6,6,6
4,41,"[12, 27, 31, 35]",246,6,10,10,6,6,6,6
4,41,"[2, 17, 26, 39]",246,6,5,5,6,6,6,6
4,41,"[1, 4, 17, 27]",246,6,10,10,6,6,6,6
4,41,"[4, 12, 14, 35]",246,6,9,9,6,6,6,6
4,41,"[17, 20, 31, 35]",246,6,9,9,6,6,6,6
4,41,"[2, 20, 29, 31]",246,6,7,7,6,6,6,6
4,41,"[4, 16, 19, 28]",246,6,9,9,6,6,6,6
4,41,"[2, 3, 24, 26]",246,6,10,10,6,6,6,6
4,41,"[14, 17, 31, 36]",246,6,8,8,6,6,6,6
4,41,"[5, 6, 25, 36]",246,6,6,6,6,6,6,6
4,41,"[9, 18, 29, 35]",246,6,6,6,6,6,6,6
4,41,"[8, 21, 25, 26]",246,6,10,10,6,6,6,6
4,41,"[7, 16, 17, 22]",246,6,11,11,6,6,6,6
4,41,"[21, 26, 36, 40]",246,6,7,7,6,6,6,6
4,41,"[2, 10, 12, 16]",246,6,9,9,6,6,6,6
4,42,"[21, 35, 39, 40]",252,6,6,6,6,6,6,6
4,42,"[12, 14, 16, 20]",252,12,6,6,6,6,6,6
4,42,"[9, 17, 19, 30]",252,6,12,12,6,6,6,6
4,42,"[6, 12, 22, 39]",252,6,7,7,6,6,6,6
4,42,"[16, 23, 24, 33]",252,6,10,10,6,6,6,6
4,42,"[13, 16, 34, 37]",252,6,7,7,6,6,6,6
4,42,"[2, 8, 21, 22]",252,6,6,6,6,6,6,6
4,42,"[3, 11, 16, 38]",252,6,12,12,6,6,6,6
4,42,"[1, 5, 31, 40]",252,6,8,8,6,6,6,6
4,42,"[1, 3, 32, 38]",252,6,8,8,6,6,6,6
4,42,"[6, 23, 32, 41]",252,6,12,12,6,6,6,6
4,42,"[6, 26, 33, 36]",252,6,7,7,6,6,6,6
4,42,"[7, 22, 26, 40]",252,6,8,8,6,6,6,6
4,42,"[2, 16, 23, 27]",252,6,10,10,6,6,6,6
4,42,"[6, 9, 14, 25]",252,6,9,9,6,6,6,6
4,42,"[25, 33, 34, 41]",252,6,6,6,6,6,6,6
4,42,"[5, 22, 33, 35]",252,6,11,11,6,6,6,6
4,42,"[14, 23, 34, 40]",252,6,9,9,6,6,6,6
4,42,"[2, 12, 36, 39]",252,6,7,7,6,6,6,6
4,42,"[3, 11, 30, 36]",252,6,7,7,6,6,6,6
4,42,"[8, 17, 22, 34]",252,6,5,5,6,6,6,6
4,42,"[7, 20, 27, 33]",252,6,9,9,6,6,6,6
4,42,"[2, 9, 14, 37]",252,6,6,6,6,6,6,6
4,42,"[5, 17, 25, 32]",252,6,6,6,6,6,6,6
4,42,"[1, 9, 35, 40]",252,6,8,8,6,6,6,6
4,42,"[6, 10, 16, 41]",252,6,6,6,6,6,6,6
4,42,"[7, 17, 23, 24]",252,6,9,9,6,6,6,6
4,42,"[8, 30, 33, 34]",252,6,7,7,6,6,6,6
4,42,"[10, 21, 25, 34]",252,6,6,6,6,6,6,6
4,42,"[1, 13, 37, 38]",252,6,9,9,6,6,6,6
4,42,"[7, 14, 34, 35]",252,6,4,4,6,6,6,6
4,42,"[2, 3, 31, 35]",252,6,11,11,6,6,6,6
4,42,"[13, 27, 32, 41]",252,6,9,9,6,6,6,6
4,42,"[7, 14, 37, 40]",252,6,6,6,6,6,6,6
4,42,"[7, 24, 32, 39]",252,6,9,9,6,6,6,6
4,42,"[30, 32, 38, 40]",252,12,7,7,6,6,6,6
4,42,"[1, 3, 10, 17]",252,6,13,13,6,6,6,6
4,42,"[3, 6, 8, 28]",252,6,6,6,6,6,6,6
4,42,"[1, 9, 13, 22]",252,6,10,10,6,6,6,6
4,42,"[4, 18, 25, 29]",252,6,8,8,6,6,6,6
4,42,"[6, 8, 11, 18]",252,6,7,7,6,6,6,6
4,42,"[9, 14, 15, 21]",252,6,6,6,6,6,6,6
4,42,"[20, 24, 28, 33]",252,6,9,9,6,6,6,6
4,42,"[2, 15, 19, 39]",252,6,10,10,6,6,6,6
4,42,"[3, 24, 36, 38]",252,6,7,7,6,6,6,6
4,42,"[2, 8, 13, 27]",252,6,10,10,6,6,6,6
4,42,"[4, 7, 38, 39]",252,6,5,5,6,6,6,6
4,42,"[6, 17, 23, 40]",252,6,7,7,6,6,6,6
4,42,"[7, 19, 25, 40]",252,6,8,8,6,6,6,6
4,42,"[9, 19, 23, 29]",252,6,6,6,6,6,6,6
4,43,"[1, 25, 31, 42]",258,6,7,7,6,6,6,6
4,43,"[3, 15, 33, 34]",258,6,9,9,6,6,6,6
4,43,"[7, 15, 21, 28]",258,6,5,5,6,6,6,6
4,43,"[1, 7, 24, 26]",258,6,10,10,6,6,6,6
4,43,"[14, 15, 28, 37]",258,6,5,5,6,6,6,6
4,43,"[8, 11, 22, 30]",258,6,8,8,6,6,6,6
4,43,"[10, 13, 27, 28]",258,6,10,10,6,6,6,6
4,43,"[11, 33, 38, 40]",258,6,10,10,6,6,6,6
4,43,"[1, 13, 36, 38]",258,6,10,10,6,6,6,6
4,43,"[15, 19, 21, 31]",258,6,9,9,6,6,6,6
4,43,"[2, 3, 10, 34]",258,6,11,11,6,6,6,6
4,43,"[1, 4, 30, 33]",258,6,12,12,6,6,6,6
4,43,"[17, 19, 32, 41]",258,6,9,9,6,6,6,6
4,43,"[4, 12, 13, 16]",258,6,8,8,6,6,6,6
4,43,"[6, 11, 37, 38]",258,6,5,5,6,6,6,6
4,43,"[24, 33, 40, 42]",258,6,12,12,6,6,6,6
4,43,"[12, 21, 28, 30]",258,6,11,11,6,6,6,6
4,43,"[12, 26, 27, 33]",258,6,11,11,6,6,6,6
4,43,"[5, 36, 39, 40]",258,6,9,9,6,6,6,6
4,43,"[5, 12, 26, 34]",258,6,7,7,6,6,6,6
4,43,"[3, 20, 23, 36]",258,6,4,4,6,6,6,6
4,43,"[9, 12, 37, 41]",258,6,9,9,6,6,6,6
4,43,"[15, 16, 34, 39]",258,6,12,12,6,6,6,6
4,43,"[1, 3, 4, 10]",258,6,8,8,6,6,6,6
4,43,"[1, 7, 32, 36]",258,6,7,7,6,6,6,6
4,43,"[25, 28, 34, 38]",258,6,9,9,6,6,6,6
4,43,"[3, 13, 37, 39]",258,6,9,9,6,6,6,6
4,43,"[9, 17, 19, 24]",258,6,6,6,6,6,6,6
4,43,"[6, 16, 22, 39]",258,6,9,9,6,6,6,6
4,43,"[6, 22, 32, 38]",258,6,7,7,6,6,6,6
4,43,"[19, 32, 34, 36]",258,6,11,11,6,6,6,6
4,43,"[17, 21, 36, 37]",258,6,11,11,6,6,6,6
4,43,"[4, 20, 37, 38]",258,6,12,12,6,6,6,6
4,43,"[1, 17, 29, 32]",258,6,10,10,6,6,6,6
4,43,"[19, 24, 26, 34]",258,6,6,6,6,6,6,6
4,43,"[26, 35, 36, 42]",258,6,9,9,6,6,6,6
4,43,"[2, 31, 33, 41]",258,6,5,5,6,6,6,6
4,43,"[15, 19, 27, 40]",258,6,10,10,6,6,6,6
4,43,"[10, 16, 27, 42]",258,6,6,6,6,6,6,6
4,43,"[6, 22, 27, 41]",258,6,10,10,6,6,6,6
4,43,"[14, 20, 35, 39]",258,6,8,8,6,6,6,6
4,43,"[2, 7, 11, 35]",258,6,12,12,6,6,6,6
4,43,"[6, 29, 31, 34]",258,6,9,9,6,6,6,6
4,43,"[6, 15, 24, 42]",258,6,12,12,6,6,6,6
4,43,"[1, 2, 3, 17]",258,6,6,6,6,6,6,6
4,43,"[19, 26, 35, 41]",258,6,9,9,6,6,6,6
4,43,"[10, 17, 38, 42]",258,6,11,11,6,6,6,6
4,43,"[5, 16, 24, 30]",258,6,9,9,6,6,6,6
4,43,"[7, 19, 21, 40]",258,6,11,11,6,6,6,6
4,43,"[3, 8, 19, 36]",258,6,9,9,6,6,6,6
4,44,"[3, 16, 19, 38]",264,6,7,7,6,6,6,6
4,44,"[15, 20, 22, 31]",264,6,6,6,6,6,6,6
4,44,"[13, 14, 26, 27]",264,6,7,7,6,6,6,6
4,44,"[22, 24, 29, 43]",264,6,6,6,6,6,6,6
4,44,"[8, 9, 18, 21]",264,6,7,7,6,6,6,6
4,44,"[14, 17, 34, 36]",264,6,9,9,6,6,6,6
4,44,"[23, 27, 29, 38]",264,6,7,7,6,6,6,6
4,44,"[6, 19, 31, 38]",264,6,5,5,6,6,6,6
4,44,"[4, 10, 32, 43]",264,6,11,11,6,6,6,6
